sample_id,release,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,data_type,filetype,library_layout,library_selection,shear_method,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
NA19175,3,NA19175-1_FC1_S19_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33361287831,10.76,0.495629,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-1_FC1_S19_L002_R1_001.fastq.gz,33.36,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-1_FC1_S19_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33361287831,10.76,0.405138,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-1_FC1_S19_L002_R2_001.fastq.gz,33.36,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-1_FC2_S19_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32907987190,10.62,0.471582,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-1_FC2_S19_L002_R1_001.fastq.gz,32.91,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-1_FC2_S19_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32907987190,10.62,0.456766,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-1_FC2_S19_L002_R2_001.fastq.gz,32.91,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-2_FC1_S20_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31058809933,10.02,0.465158,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-2_FC1_S20_L002_R1_001.fastq.gz,31.06,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-2_FC1_S20_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31058809933,10.02,0.42949,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-2_FC1_S20_L002_R2_001.fastq.gz,31.06,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-2_FC2_S20_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,27967070437,9.02,0.463881,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-2_FC2_S20_L002_R1_001.fastq.gz,27.97,HPRC-OmniC-250506Pools,,
NA19175,3,NA19175-2_FC2_S20_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19175-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,27967070437,9.02,0.451933,s3://human-pangenomics/working/HPRC/NA19175/raw_data/hic/NA19175-2_FC2_S20_L002_R2_001.fastq.gz,27.97,HPRC-OmniC-250506Pools,,
NA19185,2,NA19185-1_S17_L001_R1_001.fastq.gz,SRR30242295,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12257135185,3.95,0.618567,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L001_R1_001.fastq.gz,12.26,HiC,,
NA19185,2,NA19185-1_S17_L001_R2_001.fastq.gz,SRR30242295,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12256101559,3.95,0.568337,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L001_R2_001.fastq.gz,12.26,HiC,,
NA19185,2,NA19185-2_S25_L001_R1_001.fastq.gz,SRR30242311,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12682043444,4.09,0.585463,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L001_R1_001.fastq.gz,12.68,HiC,,
NA19185,2,NA19185-2_S25_L001_R2_001.fastq.gz,SRR30242311,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12680980988,4.09,0.579125,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L001_R2_001.fastq.gz,12.68,HiC,,
NA19185,2,NA19185-1_S17_L004_R1_001.fastq.gz,SRR30242432,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12979454960,4.19,0.594033,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L004_R1_001.fastq.gz,12.98,HiC,,
NA19185,2,NA19185-1_S17_L004_R2_001.fastq.gz,SRR30242432,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12978755728,4.19,0.574654,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L004_R2_001.fastq.gz,12.98,HiC,,
NA19185,2,NA19185-1_S17_L002_R1_001.fastq.gz,SRR30242294,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13073641404,4.22,0.609886,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L002_R1_001.fastq.gz,13.07,HiC,,
NA19185,2,NA19185-1_S17_L002_R2_001.fastq.gz,SRR30242294,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13072948865,4.22,0.598748,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L002_R2_001.fastq.gz,13.07,HiC,,
NA19185,2,NA19185-1_S17_L003_R1_001.fastq.gz,SRR30242293,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13085456563,4.22,0.586516,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L003_R1_001.fastq.gz,13.09,HiC,,
NA19185,2,NA19185-1_S17_L003_R2_001.fastq.gz,SRR30242293,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13084705432,4.22,0.574441,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L003_R2_001.fastq.gz,13.08,HiC,,
NA19185,2,NA19185-2_S25_L004_R1_001.fastq.gz,SRR30242308,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13527344367,4.36,0.588779,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L004_R1_001.fastq.gz,13.53,HiC,,
NA19185,2,NA19185-2_S25_L004_R2_001.fastq.gz,SRR30242308,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13526574718,4.36,0.571938,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L004_R2_001.fastq.gz,13.53,HiC,,
NA19185,2,NA19185-2_S25_L002_R1_001.fastq.gz,SRR30242310,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13649692314,4.4,0.580722,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L002_R1_001.fastq.gz,13.65,HiC,,
NA19185,2,NA19185-2_S25_L002_R2_001.fastq.gz,SRR30242310,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13648938374,4.4,0.556523,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L002_R2_001.fastq.gz,13.65,HiC,,
NA19185,2,NA19185-2_S25_L003_R1_001.fastq.gz,SRR30242309,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13658084505,4.41,0.593398,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L003_R1_001.fastq.gz,13.66,HiC,,
NA19185,2,NA19185-2_S25_L003_R2_001.fastq.gz,SRR30242309,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13657310272,4.41,0.567571,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L003_R2_001.fastq.gz,13.66,HiC,,
NA19190,3,NA19190-1_FC2_S9_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32983165409,10.64,0.394288,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-1_FC2_S9_L001_R2_001.fastq.gz,32.98,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-1_FC1_S9_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,29178254121,9.41,0.403638,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-1_FC1_S9_L001_R2_001.fastq.gz,29.18,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-2_FC2_S10_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,37172855803,11.99,0.41281,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-2_FC2_S10_L001_R2_001.fastq.gz,37.17,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-2_FC1_S10_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32725719620,10.56,0.41972,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-2_FC1_S10_L001_R2_001.fastq.gz,32.73,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-2_FC1_S10_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32725719620,10.56,0.440035,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-2_FC1_S10_L001_R1_001.fastq.gz,32.73,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-2_FC2_S10_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,37172855803,11.99,0.458268,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-2_FC2_S10_L001_R1_001.fastq.gz,37.17,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-1_FC2_S9_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32983165409,10.64,0.462454,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-1_FC2_S9_L001_R1_001.fastq.gz,32.98,HPRC-OmniC-100124Pools,,
NA19190,3,NA19190-1_FC1_S9_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021688,NA19190-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,29178254121,9.41,0.47609,s3://human-pangenomics/working/HPRC/NA19190/raw_data/hic/NA19190-1_FC1_S9_L001_R1_001.fastq.gz,29.18,HPRC-OmniC-100124Pools,,
NA19307,3,NA19307-2_FC1_S44_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,44344626926,14.3,0.450752,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-2_FC1_S44_L004_R2_001.fastq.gz,44.34,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-1_FC2_S43_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31482465952,10.16,0.469011,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-1_FC2_S43_L004_R1_001.fastq.gz,31.48,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-1_FC1_S43_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,30970048962,9.99,0.477129,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-1_FC1_S43_L004_R2_001.fastq.gz,30.97,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-2_FC1_S44_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,44344626926,14.3,0.481953,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-2_FC1_S44_L004_R1_001.fastq.gz,44.34,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-2_FC2_S44_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,45275223920,14.6,0.497252,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-2_FC2_S44_L004_R1_001.fastq.gz,45.28,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-1_FC1_S43_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,30970048962,9.99,0.508792,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-1_FC1_S43_L004_R1_001.fastq.gz,30.97,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-2_FC2_S44_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,45275223920,14.6,0.543657,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-2_FC2_S44_L004_R2_001.fastq.gz,45.28,HPRC-OmniC-100129Pools,,
NA19307,3,NA19307-1_FC2_S43_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19307-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31482465952,10.16,0.565198,s3://human-pangenomics/working/HPRC/NA19307/raw_data/hic/NA19307-1_FC2_S43_L004_R2_001.fastq.gz,31.48,HPRC-OmniC-100129Pools,,
NA19314,3,NA19314-1_FC1_S27_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,37169874459,11.99,0.421805,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-1_FC1_S27_L003_R1_001.fastq.gz,37.17,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-1_FC1_S27_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,37169874459,11.99,0.429794,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-1_FC1_S27_L003_R2_001.fastq.gz,37.17,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-1_FC2_S27_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33046504020,10.66,0.433892,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-1_FC2_S27_L003_R1_001.fastq.gz,33.05,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-1_FC2_S27_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33046504020,10.66,0.452212,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-1_FC2_S27_L003_R2_001.fastq.gz,33.05,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-2_FC1_S28_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33786757662,10.9,0.444461,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-2_FC1_S28_L003_R1_001.fastq.gz,33.79,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-2_FC1_S28_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,33786757662,10.9,0.445174,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-2_FC1_S28_L003_R2_001.fastq.gz,33.79,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-2_FC2_S28_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31978400688,10.32,0.474316,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-2_FC2_S28_L003_R1_001.fastq.gz,31.98,HPRC-OmniC-250106Pools,,
NA19314,3,NA19314-2_FC2_S28_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19314-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31978400688,10.32,0.486092,s3://human-pangenomics/working/HPRC/NA19314/raw_data/hic/NA19314-2_FC2_S28_L003_R2_001.fastq.gz,31.98,HPRC-OmniC-250106Pools,,
NA19321,3,NA19321-2_FC2_S14_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19321-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41859670662,13.5,0.415124,s3://human-pangenomics/working/HPRC/NA19321/raw_data/hic/NA19321-2_FC2_S14_L002_R2_001.fastq.gz,41.86,HPRC-OmniC-241217Pools,,
NA19321,3,NA19321-2_FC1_S14_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19321-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41538065275,13.4,0.425205,s3://human-pangenomics/working/HPRC/NA19321/raw_data/hic/NA19321-2_FC1_S14_L002_R1_001.fastq.gz,41.54,HPRC-OmniC-241217Pools,,
NA19321,3,NA19321-2_FC1_S14_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19321-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41538065275,13.4,0.425412,s3://human-pangenomics/working/HPRC/NA19321/raw_data/hic/NA19321-2_FC1_S14_L002_R2_001.fastq.gz,41.54,HPRC-OmniC-241217Pools,,
NA19321,3,NA19321-2_FC2_S14_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,,NA19321-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41859670662,13.5,0.432628,s3://human-pangenomics/working/HPRC/NA19321/raw_data/hic/NA19321-2_FC2_S14_L002_R1_001.fastq.gz,41.86,HPRC-OmniC-241217Pools,,
NA19321,3,NA19321-1_FC2_S13_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,,NA19321-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,28155412435,9.08,0.449828,s3://human-pangenomics/working/HPRC/NA19321/raw_data/hic/NA19321-1_FC2_S13_L002_R2_001.fastq.gz,28.16,HPRC-OmniC-241217Pools,,
