sample_id,filename,filetype,biosample_accession,library_id,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,ntsm_score,n50,total_gbp,coverage,coverage_over_100kb,coverage_over_200kb,coverage_over_300kb,coverage_over_400kb,coverage_over_500kb,coverage_over_1mb,whales,accession,study,bioproject_accession,production,sequencing_chemistry
NA21110,01_16_24_R1041_HPRC_NA21110_3_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021624,01_16_24_R1041_HPRC_NA21110_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/sup5.0.0/01_16_24_R1041_HPRC_NA21110_3_dorado0.9.5_sup5.0.0.bam,0.442903,89029,82.8,25.09,11.17,3.14,0.69,0.2,0.11,0.03,79,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
NA21133,10_15_24_R1041_UL_HPRC_NA21133_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_15_24_R1041_UL_HPRC_NA21133_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21133/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_15_24_R1041_UL_HPRC_NA21133_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.467474,104727,77.87,23.6,12.29,4.58,1.5,0.46,0.16,0.02,44,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
NA21133,10_15_24_R1041_UL_HPRC_NA21133_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_15_24_R1041_UL_HPRC_NA21133_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21133/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_15_24_R1041_UL_HPRC_NA21133_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.467772,99829,81.73,24.77,12.36,4.41,1.43,0.45,0.16,0.02,50,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
NA21133,10_28_24_R1041_UL_HPRC_NA21133_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_28_24_R1041_UL_HPRC_NA21133_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21133/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_28_24_R1041_UL_HPRC_NA21133_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.512676,108556,52.51,15.91,8.58,2.81,0.57,0.1,0.06,0.01,36,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
NA21144,01_23_24_R1041_HPRC_NA21144_1_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021649,01_23_24_R1041_HPRC_NA21144_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_NA21144_1_dorado0.9.5_sup5.0.0.bam,0.463051,107984,73.02,22.13,11.96,3.69,0.85,0.25,0.15,0.04,112,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
NA21144,12_05_23_R1041_HPRC_NA21144_1_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021649,12_05_23_R1041_HPRC_NA21144_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/sup5.0.0/12_05_23_R1041_HPRC_NA21144_1_dorado0.9.5_sup5.0.0.bam,0.522608,74585,33.75,10.23,3.57,0.7,0.13,0.04,0.02,0,11,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
NA21144,01_23_24_R1041_HPRC_NA21144_2_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021649,01_23_24_R1041_HPRC_NA21144_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_NA21144_2_dorado0.9.5_sup5.0.0.bam,0.436422,109371,72.81,22.06,12.08,3.69,0.8,0.22,0.13,0.04,106,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
NA21144,12_05_23_R1041_HPRC_NA21144_2_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021649,12_05_23_R1041_HPRC_NA21144_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/sup5.0.0/12_05_23_R1041_HPRC_NA21144_2_dorado0.9.5_sup5.0.0.bam,0.480516,67388,43.89,13.3,4.13,0.8,0.16,0.05,0.03,0,11,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
NA21144,12_05_23_R1041_HPRC_NA21144_3_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021649,12_05_23_R1041_HPRC_NA21144_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/NA21144/raw_data/nanopore/sup5.0.0/12_05_23_R1041_HPRC_NA21144_3_dorado0.9.5_sup5.0.0.bam,0.530679,77464,41.34,12.53,4.56,0.88,0.16,0.04,0.02,0,12,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041HG00140,02_09_26_R1041_UL_HPRC_HG00140_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN33621941,02_09_26_R1041_UL_HPRC_HG00140_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.3.1,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_09_26_R1041_UL_HPRC_HG00140_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,0.912230,58559,0.56,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00232,02_02_26_R1041_UL_HPRC_HG00232_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN41021635,02_02_26_R1041_UL_HPRC_HG00232_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_02_26_R1041_UL_HPRC_HG00232_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.515506,72119,24.29,7.36,2.63,0.65,0.14,0.03,0.01,0.0,7,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00258,02_16_26_R1041_UL_HPRC_HG00258_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN41021676,02_16_26_R1041_UL_HPRC_HG00258_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00258/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG00258_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.494099,77818,63.26,19.17,7.01,1.16,0.14,0.05,0.03,0.01,24,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00272,02_16_26_R1041_UL_HPRC_HG00272_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN41021659,02_16_26_R1041_UL_HPRC_HG00272_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00272/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG00272_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.535821,73889,23.98,7.27,2.71,0.72,0.14,0.03,0.01,0.0,2,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00544,02_16_26_R1041_UL_HPRC_HG00544_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26237491,02_16_26_R1041_UL_HPRC_HG00544_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG00544_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.546175,60781,8.3,2.52,0.62,0.1,0.03,0.01,0.01,0.0,1,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00558,02_16_26_R1041_UL_HPRC_HG00558_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN33758780,02_16_26_R1041_UL_HPRC_HG00558_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00558/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG00558_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.474180,79221,67.23,20.37,7.79,1.52,0.18,0.04,0.03,0.01,14,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG00735,02_16_26_R1041_UL_HPRC_HG00735_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN17861655,02_16_26_R1041_UL_HPRC_HG00735_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00735/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG00735_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.525612,83346,32.27,9.78,3.98,0.86,0.13,0.02,0.01,0.0,12,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01081,02_09_26_R1041_UL_HPRC_HG01081_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN33758783,02_09_26_R1041_UL_HPRC_HG01081_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.3.1,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_09_26_R1041_UL_HPRC_HG01081_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,0.513139,67724,21.74,6.59,2.07,0.36,0.06,0.02,0.01,0.0,5,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01150,02_16_26_R1041_UL_HPRC_HG01150_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN37797097,02_16_26_R1041_UL_HPRC_HG01150_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01150_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.476219,60927,60.73,18.4,4.75,0.56,0.08,0.04,0.03,0.0,6,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01150,02_16_26_R1041_UL_HPRC_HG01150_2_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN37797097,02_16_26_R1041_UL_HPRC_HG01150_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01150_2_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.537502,61414,11.11,3.37,0.89,0.11,0.02,0.01,0.0,0.0,1,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01192,02_16_26_R1041_UL_HPRC_HG01192_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN33621945,02_16_26_R1041_UL_HPRC_HG01192_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01192/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01192_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.551370,84423,29.58,8.97,3.73,0.94,0.16,0.03,0.01,0.0,7,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01252,02_09_26_R1041_UL_HPRC_HG01252_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN37797098,02_09_26_R1041_UL_HPRC_HG01252_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.3.1,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01252/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_09_26_R1041_UL_HPRC_HG01252_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,0.525958,59796,13.65,4.14,0.97,0.15,0.05,0.02,0.01,0.0,1,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01255,02_16_26_R1041_UL_HPRC_HG01255_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26237495,02_16_26_R1041_UL_HPRC_HG01255_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01255_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.469577,63466,52.0,15.76,4.11,0.45,0.09,0.04,0.02,0.0,7,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01255,03_02_26_R1041_UL_HPRC_HG01255_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26237495,03_02_26_R1041_UL_HPRC_HG01255_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/03_02_26_R1041_UL_HPRC_HG01255_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.514245,59575,26.76,8.11,1.84,0.13,0.02,0.01,0.01,0.0,2,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01258,02_02_26_R1041_UL_HPRC_HG01258_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN17861233,02_02_26_R1041_UL_HPRC_HG01258_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01258/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_02_26_R1041_UL_HPRC_HG01258_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.535718,100338,29.89,9.06,4.54,1.45,0.31,0.06,0.02,0.0,13,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01346,02_09_26_R1041_UL_HPRC_HG01346_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26267379,02_09_26_R1041_UL_HPRC_HG01346_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.3.1,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01346/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_09_26_R1041_UL_HPRC_HG01346_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,0.519075,67768,34.09,10.33,3.25,0.58,0.07,0.02,0.01,0.0,6,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01433,02_09_26_R1041_UL_HPRC_HG01433_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26237496,02_09_26_R1041_UL_HPRC_HG01433_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.3.1,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01433/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_09_26_R1041_UL_HPRC_HG01433_1_dorado1.3.1_sup5.2.0_5mCG_5hmCG.bam,0.491855,84137,27.03,8.19,3.41,0.87,0.16,0.03,0.01,0.0,6,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01786,02_16_26_R1041_UL_HPRC_HG01786_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN41021633,02_16_26_R1041_UL_HPRC_HG01786_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01786/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01786_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.529357,82397,24.34,7.38,2.9,0.5,0.05,0.01,0.01,0.0,5,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01960,02_16_26_R1041_UL_HPRC_HG01960_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN37797102,02_16_26_R1041_UL_HPRC_HG01960_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01960/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01960_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.461191,86510,64.03,19.4,8.23,1.87,0.32,0.1,0.06,0.02,44,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01969,02_16_26_R1041_UL_HPRC_HG01969_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN37797103,02_16_26_R1041_UL_HPRC_HG01969_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_16_26_R1041_UL_HPRC_HG01969_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.512759,73908,29.04,8.8,3.04,0.53,0.07,0.02,0.02,0.0,9,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
HG01981,02_02_26_R1041_UL_HPRC_HG01981_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,bam,SAMN26237500,02_02_26_R1041_UL_HPRC_HG01981_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.4.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0,dna_r10.4.1_e8.2_400bps_sup@v5.2.0_5mCG_5hmCG@v2,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/02_02_26_R1041_UL_HPRC_HG01981_1_dorado1.4.0_sup5.2.0_5mCG_5hmCG.bam,0.538372,63607,32.07,9.72,2.88,0.56,0.09,0.03,0.02,0.0,12,,SRP305758,PRJNA701308,HPRC_25X_100KB_TOPUP,R1041
